Name,Clean Name,Short Name,Summary Name,Price (₹),Original Price (₹),Discount (%),Rating,Reviews,Sold Last Month,url
OneAssist 1 Year Furniture Care Plan Between INR 5001-10000 (E-Mail Delivery Only),OneAssist 1 Year Furniture Care Plan Between INR 500110000 EMail Delivery Only,OneAssist 1 Year Furniture Care Plan,Oneassist,799.0,1598.0,50.0,3.5,8.0,0.0,https://www.amazon.in/OneAssist-Furniture-Between-5001-10000-Delivery/dp/B0DBLCJ4KP/ref=sr_1_1034?dib=eyJ2IjoiMSJ9.ULyaGEj9rSYuXg6nhSDW4bhZ-cMKXQwzqnA8BESDTuHkdYQN0wvtpJ2zfD80-o0m5OiGr43go4XBgtmXFdAzRowvPLe-pcCzN4j7lOn9i5zAciZa_TDm6dHi6LB56vdlU9gkwJr6VvJgBdv1ooSoXOGHaRO_3Kl-zzxYc31rE8BShFq-wmwKWxahXnFmqyZH5LRkmfzSsmNWeuWUsWO97nvz9v_F5rbMRneel0jVQIpES2qBYMdLjNmYnd6_PyUYS5bCrslV_cG22xUHCpPI72Fg2ggwxY6ypGlpgoJjwyc.CVU4R5EHdjF0_m31MT3vxh5n8UERW28zvavq-p4BPHA&dib_tag=se&keywords=electronics&qid=1743771204&s=electronics&sr=1-1034
Amazon Basics Capacitive Stylus Pen for Android & iOS All Touchscreen Devices | Fine Point Disc Tip|Lightweight Metal Body with Magnetic Cover - White,Amazon Basics Capacitive Stylus Pen for Android  iOS All Touchscreen Devices  Fine Point Disc TipLightweight Metal Body with Magnetic Cover  White,Amazon Basics Capacitive Stylus Pen for,Amazon,279.0,1099.0,75.0,3.8,443.0,2.0,https://www.amazon.in/Capacitive-Android-Touchscreen-Lightweight-Magnetic/dp/B0CSN3DGQD/ref=sr_1_1035?dib=eyJ2IjoiMSJ9.ULyaGEj9rSYuXg6nhSDW4bhZ-cMKXQwzqnA8BESDTuHkdYQN0wvtpJ2zfD80-o0m5OiGr43go4XBgtmXFdAzRowvPLe-pcCzN4j7lOn9i5zAciZa_TDm6dHi6LB56vdlU9gkwJr6VvJgBdv1ooSoXOGHaRO_3Kl-zzxYc31rE8BShFq-wmwKWxahXnFmqyZH5LRkmfzSsmNWeuWUsWO97nvz9v_F5rbMRneel0jVQIpES2qBYMdLjNmYnd6_PyUYS5bCrslV_cG22xUHCpPI72Fg2ggwxY6ypGlpgoJjwyc.CVU4R5EHdjF0_m31MT3vxh5n8UERW28zvavq-p4BPHA&dib_tag=se&keywords=electronics&qid=1743771204&s=electronics&sr=1-1035
"GadgetBite Ultimate Cable Protector | Spiral Cable Protector 1.5 Meter/Cable Protector 150 cm | Plastic Cord Wire Charger Winder for iPhone and Android Charging Cables - Pink,Silver,Black",GadgetBite Ultimate Cable Protector  Spiral Cable Protector 15 MeterCable Protector 150 cm  Plastic Cord Wire Charger Winder for iPhone and Android Charging Cables  PinkSilverBlack,GadgetBite Ultimate Cable Protector Spiral Cable,Gadgetbite Cable cable charger,189.0,63.0,79.0,4.1,318.0,63.0,https://www.amazon.in/GadgetBite-Ultimate-Protector-Plastic-Charging/dp/B0DRL1YGF5/ref=sr_1_1036?dib=eyJ2IjoiMSJ9.ULyaGEj9rSYuXg6nhSDW4bhZ-cMKXQwzqnA8BESDTuHkdYQN0wvtpJ2zfD80-o0m5OiGr43go4XBgtmXFdAzRowvPLe-pcCzN4j7lOn9i5zAciZa_TDm6dHi6LB56vdlU9gkwJr6VvJgBdv1ooSoXOGHaRO_3Kl-zzxYc31rE8BShFq-wmwKWxahXnFmqyZH5LRkmfzSsmNWeuWUsWO97nvz9v_F5rbMRneel0jVQIpES2qBYMdLjNmYnd6_PyUYS5bCrslV_cG22xUHCpPI72Fg2ggwxY6ypGlpgoJjwyc.CVU4R5EHdjF0_m31MT3vxh5n8UERW28zvavq-p4BPHA&dib_tag=se&keywords=electronics&qid=1743771204&s=electronics&sr=1-1036
Electronic Spices Bluetooth Amplifier Circuit Wireless for DIY Mini Boom Box,Electronic Spices Bluetooth Amplifier Circuit Wireless for DIY Mini Boom Box,Electronic Spices Bluetooth Amplifier Circuit Wireless,Electronic,169.0,1000.0,83.0,3.4,35.0,0.0,https://www.amazon.in/Electronic-Spices-Bluetooth-Amplifier-Wireless/dp/B0B2PP62TB/ref=sr_1_1037?dib=eyJ2IjoiMSJ9.ULyaGEj9rSYuXg6nhSDW4bhZ-cMKXQwzqnA8BESDTuHkdYQN0wvtpJ2zfD80-o0m5OiGr43go4XBgtmXFdAzRowvPLe-pcCzN4j7lOn9i5zAciZa_TDm6dHi6LB56vdlU9gkwJr6VvJgBdv1ooSoXOGHaRO_3Kl-zzxYc31rE8BShFq-wmwKWxahXnFmqyZH5LRkmfzSsmNWeuWUsWO97nvz9v_F5rbMRneel0jVQIpES2qBYMdLjNmYnd6_PyUYS5bCrslV_cG22xUHCpPI72Fg2ggwxY6ypGlpgoJjwyc.CVU4R5EHdjF0_m31MT3vxh5n8UERW28zvavq-p4BPHA&dib_tag=se&keywords=electronics&qid=1743771204&s=electronics&sr=1-1037
OneAssist 1 Year Furniture Care Plan Between INR 3001-5000 (E-Mail Delivery Only),OneAssist 1 Year Furniture Care Plan Between INR 30015000 EMail Delivery Only,OneAssist 1 Year Furniture Care Plan,Oneassist,479.0,958.0,50.0,3.3,4.0,0.0,https://www.amazon.in/OneAssist-Furniture-Between-3001-5000-Delivery/dp/B0DBLCJ558/ref=sr_1_1038?dib=eyJ2IjoiMSJ9.ULyaGEj9rSYuXg6nhSDW4bhZ-cMKXQwzqnA8BESDTuHkdYQN0wvtpJ2zfD80-o0m5OiGr43go4XBgtmXFdAzRowvPLe-pcCzN4j7lOn9i5zAciZa_TDm6dHi6LB56vdlU9gkwJr6VvJgBdv1ooSoXOGHaRO_3Kl-zzxYc31rE8BShFq-wmwKWxahXnFmqyZH5LRkmfzSsmNWeuWUsWO97nvz9v_F5rbMRneel0jVQIpES2qBYMdLjNmYnd6_PyUYS5bCrslV_cG22xUHCpPI72Fg2ggwxY6ypGlpgoJjwyc.CVU4R5EHdjF0_m31MT3vxh5n8UERW28zvavq-p4BPHA&dib_tag=se&keywords=electronics&qid=1743771204&s=electronics&sr=1-1038
"Boult Audio Z40 True Wireless in Ear Earbuds with 60H Playtime, Zen™ ENC Mic, Low Latency Gaming, Type-C Fast Charging, Made in India, 10mm Rich Bass Drivers, IPX5, Bluetooth 5.3 Ear Buds TWS (White)",Boult Audio Z40 True Wireless in Ear Earbuds with 60H Playtime Zen ENC Mic Low Latency Gaming TypeC Fast Charging Made in India 10mm Rich Bass Drivers IPX5 Bluetooth 53 Ear Buds TWS White,Boult Audio Z40 True Wireless in,Boult Earbuds,999.0,4999.0,80.0,3.8,32975.0,2.0,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4NjY5NDMyODUyNzA5MDA6MTc0Mzc3MTIwNDpzcF9idGY6MzAwMTM3Mzc3MjkzMjMyOjowOjo&url=%2FBoult-Audio-Wireless-Playtime-Bluetooth%2Fdp%2FB0BQN3NW8C%2Fref%3Dsr_1_1039_sspa%3Fdib%3DeyJ2IjoiMSJ9.ULyaGEj9rSYuXg6nhSDW4bhZ-cMKXQwzqnA8BESDTuHkdYQN0wvtpJ2zfD80-o0m5OiGr43go4XBgtmXFdAzRowvPLe-pcCzN4j7lOn9i5zAciZa_TDm6dHi6LB56vdlU9gkwJr6VvJgBdv1ooSoXOGHaRO_3Kl-zzxYc31rE8BShFq-wmwKWxahXnFmqyZH5LRkmfzSsmNWeuWUsWO97nvz9v_F5rbMRneel0jVQIpES2qBYMdLjNmYnd6_PyUYS5bCrslV_cG22xUHCpPI72Fg2ggwxY6ypGlpgoJjwyc.CVU4R5EHdjF0_m31MT3vxh5n8UERW28zvavq-p4BPHA%26dib_tag%3Dse%26keywords%3Delectronics%26qid%3D1743771204%26s%3Delectronics%26sr%3D1-1039-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
"Boult Buds Klarity 4 ANC in-Ear Truly Wireless Earbuds with 35dB Active Noise Cancellation, 60H Playtime, 4 Mics Calling, 45ms Low Latency, 10mm Driver, Type-C Fast Charging, TWS ANC Ear Buds Wireless",Boult Buds Klarity 4 ANC inEar Truly Wireless Earbuds with 35dB Active Noise Cancellation 60H Playtime 4 Mics Calling 45ms Low Latency 10mm Driver TypeC Fast Charging TWS ANC Ear Buds Wireless,Boult Buds Klarity 4 ANC inEar,Boult Earbuds,1299.0,3999.0,68.0,4.1,165.0,1.0,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4NjY5NDMyODUyNzA5MDA6MTc0Mzc3MTIwNDpzcF9idGY6MzAwNDcyNDYyNTQyMjMyOjowOjo&url=%2FBoult-Wireless-Earbuds-Cancellation-Playtime%2Fdp%2FB0DTQ2WZ3X%2Fref%3Dsr_1_1040_sspa%3Fdib%3DeyJ2IjoiMSJ9.ULyaGEj9rSYuXg6nhSDW4bhZ-cMKXQwzqnA8BESDTuHkdYQN0wvtpJ2zfD80-o0m5OiGr43go4XBgtmXFdAzRowvPLe-pcCzN4j7lOn9i5zAciZa_TDm6dHi6LB56vdlU9gkwJr6VvJgBdv1ooSoXOGHaRO_3Kl-zzxYc31rE8BShFq-wmwKWxahXnFmqyZH5LRkmfzSsmNWeuWUsWO97nvz9v_F5rbMRneel0jVQIpES2qBYMdLjNmYnd6_PyUYS5bCrslV_cG22xUHCpPI72Fg2ggwxY6ypGlpgoJjwyc.CVU4R5EHdjF0_m31MT3vxh5n8UERW28zvavq-p4BPHA%26dib_tag%3Dse%26keywords%3Delectronics%26qid%3D1743771204%26s%3Delectronics%26sr%3D1-1040-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
"Boult Audio Z20 Pro Truly Wireless Bluetooth Ear Buds with 60H Playtime, 4 Mics Clear Calling, 45ms Low Latency, Rich Bass Drivers, Touch Controls, IPX5 TWS Earbuds Bluetooth Wireless (Powder Blue)",Boult Audio Z20 Pro Truly Wireless Bluetooth Ear Buds with 60H Playtime 4 Mics Clear Calling 45ms Low Latency Rich Bass Drivers Touch Controls IPX5 TWS Earbuds Bluetooth Wireless Powder Blue,Boult Audio Z20 Pro Truly Wireless,Boult Earbuds,999.0,5999.0,83.0,4.0,3903.0,2.0,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4NjY5NDMyODUyNzA5MDA6MTc0Mzc3MTIwNDpzcF9idGY6MzAwMzEzMjA5MDI1MzMyOjowOjo&url=%2FBoult-Launched-Wireless-Bluetooth-Earbuds%2Fdp%2FB0D22QWQHR%2Fref%3Dsr_1_1041_sspa%3Fdib%3DeyJ2IjoiMSJ9.ULyaGEj9rSYuXg6nhSDW4bhZ-cMKXQwzqnA8BESDTuHkdYQN0wvtpJ2zfD80-o0m5OiGr43go4XBgtmXFdAzRowvPLe-pcCzN4j7lOn9i5zAciZa_TDm6dHi6LB56vdlU9gkwJr6VvJgBdv1ooSoXOGHaRO_3Kl-zzxYc31rE8BShFq-wmwKWxahXnFmqyZH5LRkmfzSsmNWeuWUsWO97nvz9v_F5rbMRneel0jVQIpES2qBYMdLjNmYnd6_PyUYS5bCrslV_cG22xUHCpPI72Fg2ggwxY6ypGlpgoJjwyc.CVU4R5EHdjF0_m31MT3vxh5n8UERW28zvavq-p4BPHA%26dib_tag%3Dse%26keywords%3Delectronics%26qid%3D1743771204%26s%3Delectronics%26sr%3D1-1041-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
"Portronics Beem 470 Mini Smart LED Projector,720p HD,2000 Lumens,Pre-Installed Streaming Apps(Netflix, Prime Video, Hotstar),Auto Keystone,3W Speaker,Adjustable Angle, Wireless Screen Mirroring",Portronics Beem 470 Mini Smart LED Projector720p HD2000 LumensPreInstalled Streaming AppsNetflix Prime Video HotstarAuto Keystone3W SpeakerAdjustable Angle Wireless Screen Mirroring,Portronics Beem 470 Mini Smart LED,Portronics,6999.0,19999.0,65.0,4.0,1570.0,100.0,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1Mzc2NTYyNDkwMDIxNzQ1OjE3NDM3NzEyMjM6c3BfYXRmX25leHQ6MzAwNTAyOTE4ODk1MDMyOjowOjo&url=%2FPortronics-Projector-Pre-Installed-Streaming-Adjustable%2Fdp%2FB0DWX7TWKR%2Fref%3Dsr_1_1033_sspa%3Fdib%3DeyJ2IjoiMSJ9.03KLjQBiD5Zh1WtJl0vdhfsAg8xQDb9n1B_xY23l0eSfvgbgpl-cAk-NTj1tfyTwloKWqx4MM0J1ccnAMgekt2n761m_fFlTmD204JRtX5e9EP8yd5X-aZjC4MxpI-bEgLg5_41DEQLnVj07rjB94KrDQDddqtqDo6NcYUNOIFL2O3nqMupij9COh3FJsde7U12b_uNRFhp0PjGlaDthi4G4S4_pE5EFwMtxVPv4viKXLo2IdrlX4bodXID4JgV9B6FAajo7mQ0HUVg3WAvlx8G3QlF-kIl8voG8OChhtAc.SIVL0h9H19u0d7QdSQw_zjZ3NaeK0dV_5evZlcM4NHo%26dib_tag%3Dse%26keywords%3Delectronics%26qid%3D1743771223%26s%3Delectronics%26sr%3D1-1033-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
"BORSSO Ultima GEN-3, Android 9, Fully Closed Engine Projector 1080p Native, 2600 ANSI (2X Brighter), Short Throw, Auto Focus & Keystone, HDMI Support 4K HDR10, HDMI ARC, 6G WiFi & 5.1 Bluetooth",BORSSO Ultima GEN3 Android 9 Fully Closed Engine Projector 1080p Native 2600 ANSI 2X Brighter Short Throw Auto Focus  Keystone HDMI Support 4K HDR10 HDMI ARC 6G WiFi  51 Bluetooth,BORSSO Ultima GEN3 Android 9 Fully,Borsso,34999.0,89999.0,61.0,3.9,590.0,0.0,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1Mzc2NTYyNDkwMDIxNzQ1OjE3NDM3NzEyMjM6c3BfYXRmX25leHQ6MzAwMTczMzYyOTI2NzMyOjowOjo&url=%2FBORSSO-Android-Projector-Keystone-Bluetooth%2Fdp%2FB0BXF8VPJ3%2Fref%3Dsr_1_1034_sspa%3Fdib%3DeyJ2IjoiMSJ9.03KLjQBiD5Zh1WtJl0vdhfsAg8xQDb9n1B_xY23l0eSfvgbgpl-cAk-NTj1tfyTwloKWqx4MM0J1ccnAMgekt2n761m_fFlTmD204JRtX5e9EP8yd5X-aZjC4MxpI-bEgLg5_41DEQLnVj07rjB94KrDQDddqtqDo6NcYUNOIFL2O3nqMupij9COh3FJsde7U12b_uNRFhp0PjGlaDthi4G4S4_pE5EFwMtxVPv4viKXLo2IdrlX4bodXID4JgV9B6FAajo7mQ0HUVg3WAvlx8G3QlF-kIl8voG8OChhtAc.SIVL0h9H19u0d7QdSQw_zjZ3NaeK0dV_5evZlcM4NHo%26dib_tag%3Dse%26keywords%3Delectronics%26qid%3D1743771223%26s%3Delectronics%26sr%3D1-1034-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
"EDYELL Wireless Open Ear Buds, 72 H Playtime Waterproof Earphones Wireless, Hi-Fi Sound Bluetooth Earbuds, Touch Control Sport Headphones with Type-C Fast Charging (FM-OWS-C5)",EDYELL Wireless Open Ear Buds 72 H Playtime Waterproof Earphones Wireless HiFi Sound Bluetooth Earbuds Touch Control Sport Headphones with TypeC Fast Charging FMOWSC5,EDYELL Wireless Open Ear Buds 72,Edyell Earbuds,2198.0,5999.0,63.0,4.2,173.0,100.0,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1Mzc2NTYyNDkwMDIxNzQ1OjE3NDM3NzEyMjM6c3BfYXRmX25leHQ6MzAwMzg1MzQ2MDAxNzMyOjowOjo&url=%2FEDYELL-Waterproof-Earphones-Headphones-FM-OWS-C5%2Fdp%2FB0DF7LVVFH%2Fref%3Dsr_1_1035_sspa%3Fdib%3DeyJ2IjoiMSJ9.03KLjQBiD5Zh1WtJl0vdhfsAg8xQDb9n1B_xY23l0eSfvgbgpl-cAk-NTj1tfyTwloKWqx4MM0J1ccnAMgekt2n761m_fFlTmD204JRtX5e9EP8yd5X-aZjC4MxpI-bEgLg5_41DEQLnVj07rjB94KrDQDddqtqDo6NcYUNOIFL2O3nqMupij9COh3FJsde7U12b_uNRFhp0PjGlaDthi4G4S4_pE5EFwMtxVPv4viKXLo2IdrlX4bodXID4JgV9B6FAajo7mQ0HUVg3WAvlx8G3QlF-kIl8voG8OChhtAc.SIVL0h9H19u0d7QdSQw_zjZ3NaeK0dV_5evZlcM4NHo%26dib_tag%3Dse%26keywords%3Delectronics%26qid%3D1743771223%26s%3Delectronics%26sr%3D1-1035-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
"pTron Basspods P81 in-Ear Wireless Earbuds, Pristine Sound, 32Hrs Playtime, Clear Calls TWS Earbuds, Bluetooth V5.1 Headphone, Type-C Fast Charging, Voice Assist & IPX4 Water Resistant (Black & Red)",pTron Basspods P81 inEar Wireless Earbuds Pristine Sound 32Hrs Playtime Clear Calls TWS Earbuds Bluetooth V51 Headphone TypeC Fast Charging Voice Assist  IPX4 Water Resistant Black  Red,pTron Basspods P81 inEar Wireless Earbuds,Ptron Earbuds earbuds,599.0,2599.0,77.0,3.9,166.0,0.0,https://www.amazon.in/pTron-Basspods-Bluetooth-Headphone-Resistant/dp/B0DYF413MV/ref=sr_1_1036?dib=eyJ2IjoiMSJ9.03KLjQBiD5Zh1WtJl0vdhfsAg8xQDb9n1B_xY23l0eSfvgbgpl-cAk-NTj1tfyTwloKWqx4MM0J1ccnAMgekt2n761m_fFlTmD204JRtX5e9EP8yd5X-aZjC4MxpI-bEgLg5_41DEQLnVj07rjB94KrDQDddqtqDo6NcYUNOIFL2O3nqMupij9COh3FJsde7U12b_uNRFhp0PjGlaDthi4G4S4_pE5EFwMtxVPv4viKXLo2IdrlX4bodXID4JgV9B6FAajo7mQ0HUVg3WAvlx8G3QlF-kIl8voG8OChhtAc.SIVL0h9H19u0d7QdSQw_zjZ3NaeK0dV_5evZlcM4NHo&dib_tag=se&keywords=electronics&qid=1743771223&s=electronics&sr=1-1036
Onsitego 2 Year Extended Warranty for Small Household Appliances from Rs. 17501-20000 (Email Delivery - No Physical Kit),Onsitego 2 Year Extended Warranty for Small Household Appliances from Rs 1750120000 Email Delivery  No Physical Kit,Onsitego 2 Year Extended Warranty for,Onsitego Warranty,1495.0,2599.0,42.0,3.7,93.0,0.0,https://www.amazon.in/Onsitego-Extended-Household-Appliances-17501-20000/dp/B0BVQJ49PR/ref=sr_1_1037?dib=eyJ2IjoiMSJ9.03KLjQBiD5Zh1WtJl0vdhfsAg8xQDb9n1B_xY23l0eSfvgbgpl-cAk-NTj1tfyTwloKWqx4MM0J1ccnAMgekt2n761m_fFlTmD204JRtX5e9EP8yd5X-aZjC4MxpI-bEgLg5_41DEQLnVj07rjB94KrDQDddqtqDo6NcYUNOIFL2O3nqMupij9COh3FJsde7U12b_uNRFhp0PjGlaDthi4G4S4_pE5EFwMtxVPv4viKXLo2IdrlX4bodXID4JgV9B6FAajo7mQ0HUVg3WAvlx8G3QlF-kIl8voG8OChhtAc.SIVL0h9H19u0d7QdSQw_zjZ3NaeK0dV_5evZlcM4NHo&dib_tag=se&keywords=electronics&qid=1743771223&s=electronics&sr=1-1037
amazon basics Braided 3A Usb A To Usb Type C Fast Charging Data Cable For Smartphone (Black/White 1.2 Meter),amazon basics Braided 3A Usb A To Usb Type C Fast Charging Data Cable For Smartphone BlackWhite 12 Meter,amazon basics Braided 3A Usb A,Amazon Cable,199.0,19900.0,67.0,4.1,30808.0,600.0,https://www.amazon.in/AmazonBasics-Braided-Charging-Cable-Smartphone/dp/B0BPCL2DXZ/ref=sr_1_1038?dib=eyJ2IjoiMSJ9.03KLjQBiD5Zh1WtJl0vdhfsAg8xQDb9n1B_xY23l0eSfvgbgpl-cAk-NTj1tfyTwloKWqx4MM0J1ccnAMgekt2n761m_fFlTmD204JRtX5e9EP8yd5X-aZjC4MxpI-bEgLg5_41DEQLnVj07rjB94KrDQDddqtqDo6NcYUNOIFL2O3nqMupij9COh3FJsde7U12b_uNRFhp0PjGlaDthi4G4S4_pE5EFwMtxVPv4viKXLo2IdrlX4bodXID4JgV9B6FAajo7mQ0HUVg3WAvlx8G3QlF-kIl8voG8OChhtAc.SIVL0h9H19u0d7QdSQw_zjZ3NaeK0dV_5evZlcM4NHo&dib_tag=se&keywords=electronics&qid=1743771223&s=electronics&sr=1-1038
"Acko 2 Year Total Protection Plan for Appliance from Rs 10,001 to Rs 15,000 (Email Delivery)",Acko 2 Year Total Protection Plan for Appliance from Rs 10001 to Rs 15000 Email Delivery,Acko 2 Year Total Protection Plan,Acko,449.0,900.0,50.0,3.8,46.0,0.0,https://www.amazon.in/Acko-Total-Protection-Appliance-Delivery/dp/B0DDPTGXRG/ref=sr_1_1039?dib=eyJ2IjoiMSJ9.03KLjQBiD5Zh1WtJl0vdhfsAg8xQDb9n1B_xY23l0eSfvgbgpl-cAk-NTj1tfyTwloKWqx4MM0J1ccnAMgekt2n761m_fFlTmD204JRtX5e9EP8yd5X-aZjC4MxpI-bEgLg5_41DEQLnVj07rjB94KrDQDddqtqDo6NcYUNOIFL2O3nqMupij9COh3FJsde7U12b_uNRFhp0PjGlaDthi4G4S4_pE5EFwMtxVPv4viKXLo2IdrlX4bodXID4JgV9B6FAajo7mQ0HUVg3WAvlx8G3QlF-kIl8voG8OChhtAc.SIVL0h9H19u0d7QdSQw_zjZ3NaeK0dV_5evZlcM4NHo&dib_tag=se&keywords=electronics&qid=1743771223&s=electronics&sr=1-1039
LIRAMARK Metal Plates for Magnetic Car Mount Mobile Phone Holders and Other Magnetic Mount Holders (2 Big Rectangle Plates),LIRAMARK Metal Plates for Magnetic Car Mount Mobile Phone Holders and Other Magnetic Mount Holders 2 Big Rectangle Plates,LIRAMARK Metal Plates for Magnetic Car,Liramark,99.0,299.0,67.0,4.0,160.0,400.0,https://www.amazon.in/LIRAMARK-Plates-Magnetic-Holders-Rectangle/dp/B0D6MZCBJL/ref=sr_1_1040?dib=eyJ2IjoiMSJ9.03KLjQBiD5Zh1WtJl0vdhfsAg8xQDb9n1B_xY23l0eSfvgbgpl-cAk-NTj1tfyTwloKWqx4MM0J1ccnAMgekt2n761m_fFlTmD204JRtX5e9EP8yd5X-aZjC4MxpI-bEgLg5_41DEQLnVj07rjB94KrDQDddqtqDo6NcYUNOIFL2O3nqMupij9COh3FJsde7U12b_uNRFhp0PjGlaDthi4G4S4_pE5EFwMtxVPv4viKXLo2IdrlX4bodXID4JgV9B6FAajo7mQ0HUVg3WAvlx8G3QlF-kIl8voG8OChhtAc.SIVL0h9H19u0d7QdSQw_zjZ3NaeK0dV_5evZlcM4NHo&dib_tag=se&keywords=electronics&qid=1743771223&s=electronics&sr=1-1040
"FEDUS Pack -2, RJ45 Coupler Ethernet Coupler Cat7, Cat6 Cat5e RJ45 8P8C Inline lan Coupler Ethernet Extender Adapter Adsl Extension Jointer Extending the Ethernet Cables Female to Female Connector",FEDUS Pack 2 RJ45 Coupler Ethernet Coupler Cat7 Cat6 Cat5e RJ45 8P8C Inline lan Coupler Ethernet Extender Adapter Adsl Extension Jointer Extending the Ethernet Cables Female to Female Connector,FEDUS Pack 2 RJ45 Coupler Ethernet,Fedus,276.0,499.0,45.0,4.4,299.0,400.0,https://www.amazon.in/FEDUS-Ethernet-Extension-Extending-Connector/dp/B08W9R38LT/ref=sr_1_1041?dib=eyJ2IjoiMSJ9.03KLjQBiD5Zh1WtJl0vdhfsAg8xQDb9n1B_xY23l0eSfvgbgpl-cAk-NTj1tfyTwloKWqx4MM0J1ccnAMgekt2n761m_fFlTmD204JRtX5e9EP8yd5X-aZjC4MxpI-bEgLg5_41DEQLnVj07rjB94KrDQDddqtqDo6NcYUNOIFL2O3nqMupij9COh3FJsde7U12b_uNRFhp0PjGlaDthi4G4S4_pE5EFwMtxVPv4viKXLo2IdrlX4bodXID4JgV9B6FAajo7mQ0HUVg3WAvlx8G3QlF-kIl8voG8OChhtAc.SIVL0h9H19u0d7QdSQw_zjZ3NaeK0dV_5evZlcM4NHo&dib_tag=se&keywords=electronics&qid=1743771223&s=electronics&sr=1-1041
"Ajjas 4G Lite (Remote Engine Lock) - Wired Hidden AI Smart GPS with Driving Score, Location Tracking, Geo Fence Alert, More 15+ Features for Car, Bike, Truck, Bus with (1 Year Free Premium App)",Ajjas 4G Lite Remote Engine Lock  Wired Hidden AI Smart GPS with Driving Score Location Tracking Geo Fence Alert More 15 Features for Car Bike Truck Bus with 1 Year Free Premium App,Ajjas 4G Lite Remote Engine Lock,Ajjas,1830.0,5999.0,69.0,4.2,3947.0,400.0,https://www.amazon.in/Ajjas-4G-Lite-Remote-Engine/dp/B0DC6PQMV1/ref=sr_1_1042?dib=eyJ2IjoiMSJ9.03KLjQBiD5Zh1WtJl0vdhfsAg8xQDb9n1B_xY23l0eSfvgbgpl-cAk-NTj1tfyTwloKWqx4MM0J1ccnAMgekt2n761m_fFlTmD204JRtX5e9EP8yd5X-aZjC4MxpI-bEgLg5_41DEQLnVj07rjB94KrDQDddqtqDo6NcYUNOIFL2O3nqMupij9COh3FJsde7U12b_uNRFhp0PjGlaDthi4G4S4_pE5EFwMtxVPv4viKXLo2IdrlX4bodXID4JgV9B6FAajo7mQ0HUVg3WAvlx8G3QlF-kIl8voG8OChhtAc.SIVL0h9H19u0d7QdSQw_zjZ3NaeK0dV_5evZlcM4NHo&dib_tag=se&keywords=electronics&qid=1743771223&s=electronics&sr=1-1042
OneAssist 2 Years Extended Warranty Plan for Home and Personal Appliances Between Rs 1001 to Rs 2000 (E-Mail Delivery Only),OneAssist 2 Years Extended Warranty Plan for Home and Personal Appliances Between Rs 1001 to Rs 2000 EMail Delivery Only,OneAssist 2 Years Extended Warranty Plan,Oneassist Warranty,429.0,858.0,50.0,3.9,41.0,0.0,https://www.amazon.in/OneAssist-Extended-Warranty-Personal-Appliances/dp/B0C28H1L6L/ref=sr_1_1043?dib=eyJ2IjoiMSJ9.03KLjQBiD5Zh1WtJl0vdhfsAg8xQDb9n1B_xY23l0eSfvgbgpl-cAk-NTj1tfyTwloKWqx4MM0J1ccnAMgekt2n761m_fFlTmD204JRtX5e9EP8yd5X-aZjC4MxpI-bEgLg5_41DEQLnVj07rjB94KrDQDddqtqDo6NcYUNOIFL2O3nqMupij9COh3FJsde7U12b_uNRFhp0PjGlaDthi4G4S4_pE5EFwMtxVPv4viKXLo2IdrlX4bodXID4JgV9B6FAajo7mQ0HUVg3WAvlx8G3QlF-kIl8voG8OChhtAc.SIVL0h9H19u0d7QdSQw_zjZ3NaeK0dV_5evZlcM4NHo&dib_tag=se&keywords=electronics&qid=1743771223&s=electronics&sr=1-1043
